,KO,name,gene_name
10936,K11455,"CBX8, PC3; chromobox protein 8","CBX8, PC3"
10937,K11456,"PHC1, EDR1; polyhomeotic-like protein 1","PHC1, EDR1"
10938,K11457,"PHC2, EDR2; polyhomeotic-like protein 2","PHC2, EDR2"
10939,K11458,"PHC3, EDR3; polyhomeotic-like protein 3","PHC3, EDR3"
10940,K11459,"PCGF4, BMI1; polycomb group RING finger protein 4","PCGF4, BMI1"
10941,K11460,"PCGF2, RNF110; polycomb group RING finger protein 2","PCGF2, RNF110"
10942,K11461,SCMH1; polycomb protein SCMH1,SCMH1
10943,K11462,EED; polycomb protein EED,EED
10944,K11463,SUZ12; polycomb protein SUZ12,SUZ12
10945,K11464,SCML1; sex comb on midleg-like protein 1,SCML1
10946,K11465,SCML2; sex comb on midleg-like protein 2,SCML2
10947,K11466,SCML4; sex comb on midleg-like protein 4,SCML4
10948,K11467,"PHF1, PCL1; PHD finger protein 1","PHF1, PCL1"
10949,K11468,YAF2; YY1-associated factor 2,YAF2
10950,K11469,RYBP; RING1 and YY1-binding protein,RYBP
10951,K11470,"PCGF6, MBLR; polycomb group RING finger protein 6","PCGF6, MBLR"
10952,K11471,ASXL; additional sex combs-like protein,ASXL
10953,K11472,glcE; glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14],glcE
10954,K11473,glcF; glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14],glcF
10955,K11474,"glcC; GntR family transcriptional regulator, glc operon transcriptional activator",glcC
10956,K11475,"vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator",vanR
10957,K11476,"gntR; GntR family transcriptional regulator, gluconate operon transcriptional repressor",gntR
10958,K11477,glcG; glc operon protein GlcG,glcG
10959,K11478,"JARID2, JMJ; protein Jumonji","JARID2, JMJ"
10960,K11479,AURKB; aurora kinase B [EC:2.7.11.1],AURKB
10961,K11480,AURKC; aurora kinase C [EC:2.7.11.1],AURKC
10962,K11481,AURKA; aurora kinase A [EC:2.7.11.1],AURKA
10963,K11482,HOS1; histone deacetylase HOS1 [EC:3.5.1.98],HOS1
10964,K11483,HOS2; histone deacetylase HOS2 [EC:3.5.1.98],HOS2
10965,K11484,HOS3; histone deacetylase HOS3 [EC:3.5.1.98],HOS3
10966,K11485,"MTF2, PCL2; metal regulatory transcription factor 2","MTF2, PCL2"
10967,K11486,"PHF19, PCL3; PHD finger protein 19","PHF19, PCL3"
10968,K11487,"PCGF1, NSPC1; polycomb group RING finger protein 1","PCGF1, NSPC1"
10969,K11488,PCGF3; polycomb group RING finger protein 3,PCGF3
10970,K11489,PCGF5; polycomb group RING finger protein 5,PCGF5
10971,K11490,NCAPH2; condensin-2 complex subunit H2,NCAPH2
10972,K11491,NCAPD3; condensin-2 complex subunit D3,NCAPD3
10973,K11492,"NCAPG2, LUZP5; condensin-2 complex subunit G2","NCAPG2, LUZP5"
10974,K11493,RCC1; regulator of chromosome condensation,RCC1
10975,K11494,RCBTB; RCC1 and BTB domain-containing protein,RCBTB
10976,K11495,CENPA; histone H3-like centromeric protein A,CENPA
10977,K11496,CENPB; centromere protein B,CENPB
10978,K11497,CENPC; centromere protein C,CENPC
10979,K11498,CENPE; centromeric protein E,CENPE
10980,K11499,CENPF; centromere protein F,CENPF
10981,K11500,CENPH; centromere protein H,CENPH
10982,K11501,CENPI; centromere protein I,CENPI
10983,K11502,CENPJ; centromere protein J,CENPJ
10984,K11503,CENPK; centromere protein K,CENPK
10985,K11504,CENPL; centromere protein L,CENPL
10986,K11505,CENPM; centromere protein M,CENPM
10987,K11506,CENPN; centromere protein N,CENPN
10988,K11507,CENPO; centromere protein O,CENPO
10989,K11508,CENPP; centromere protein P,CENPP
10990,K11509,CENPQ; centromere protein Q,CENPQ
10991,K11510,"ITGB3BP, CENPR; centromere protein R","ITGB3BP, CENPR"
10992,K11511,"APITD1, CENPS, MHF1; centromere protein S","APITD1, CENPS, MHF1"
10993,K11512,CENPT; centromere protein T,CENPT
10994,K11513,"MLF1IP, CENPU; centromere protein U","MLF1IP, CENPU"
10995,K11514,CDCA8; Borealin,CDCA8
10996,K11515,INCENP; inner centromere protein,INCENP
10997,K11516,"ZFP42, REX1; zinc finger protein 42","ZFP42, REX1"
10998,K11517,HAO; (S)-2-hydroxy-acid oxidase [EC:1.1.3.15],HAO
10999,K11518,TOM40; mitochondrial import receptor subunit TOM40,TOM40
11000,K11519,DERL1; Derlin-1,DERL1
11001,K11520,"manS; two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]",manS
11002,K11521,"manR; two-component system, OmpR family, manganese sensing response regulator",manR
11003,K11522,"pixG; two-component system, chemotaxis family, response regulator PixG",pixG
11004,K11523,"pixH; two-component system, chemotaxis family, response regulator PixH",pixH
11005,K11524,pixI; positive phototaxis protein PixI,pixI
11006,K11525,pixJ; methyl-accepting chemotaxis protein PixJ,pixJ
11007,K11526,"pixL; two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL",pixL
11008,K11527,"K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]",K11527
11009,K11528,glmU; UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23],glmU
11010,K11529,"gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]","gck, gckA, GLYCTK"
11011,K11530,"lsrG; (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]",lsrG
11012,K11531,lsrR; lsr operon transcriptional repressor,lsrR
11013,K11532,"glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]",glpX-SEBP
11014,K11533,"fas; fatty acid synthase, bacteria type [EC:2.3.1.-]",fas
11015,K11534,"deoR; DeoR family transcriptional regulator, deoxyribose operon repressor",deoR
11016,K11535,nupC; nucleoside transport protein,nupC
11017,K11536,SLC28A; pyrimidine nucleoside transport protein,SLC28A
11018,K11537,"xapB; MFS transporter, NHS family, xanthosine permease",xapB
11019,K11538,ACAD8; isobutyryl-CoA dehydrogenase [EC:1.3.99.-],ACAD8
11020,K11539,CBR4; carbonyl reductase 4 / 3-oxoacyl-[acyl-carrier protein] reductase beta subunit [EC:1.1.1.-],CBR4
11021,K11540,CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3],CAD
11022,K11541,URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2],URA2
11023,K11542,"CASC5, KNL1; protein CASC5","CASC5, KNL1"
11024,K11543,MIS12; kinetochore-associated protein MIS12,MIS12
11025,K11544,DSN1; kinetochore-associated protein DSN1,DSN1
11026,K11545,"NSL1, MIS14, DC8; kinetochore-associated protein NSL1","NSL1, MIS14, DC8"
11027,K11546,PMF1; polyamine-modulated factor 1,PMF1
11028,K11547,"NDC80, HEC1, TID3; kinetochore protein NDC80","NDC80, HEC1, TID3"
11029,K11548,"NUF2, CDCA1; kinetochore protein Nuf2","NUF2, CDCA1"
11030,K11549,"SPBC24, SPC24; kinetochore protein Spc24, animal type","SPBC24, SPC24"
11031,K11550,"SPBC25, SPC25; kinetochore protein Spc25, animal type","SPBC25, SPC25"
11032,K11551,"MIS15, CHL4; central kinetochore subunit Mis15/CHL4","MIS15, CHL4"
11033,K11552,"MAL2, MCM21; central kinetochore subunit Mal2/MCM21","MAL2, MCM21"
11034,K11553,DAD1; DASH complex subunit DAD1,DAD1
11035,K11554,CTF19; central kinetochore subunit CTF19,CTF19
11036,K11555,OKP1; central kinetochore subunit OKP1,OKP1
11037,K11556,AME1; central kinetochore subunit AME1,AME1
11038,K11557,"SPC24; kinetochore protein Spc24, fungi type",SPC24
11039,K11558,"SPC25; kinetochore protein Spc25, fungi type",SPC25
11040,K11559,"mis12, MTW1; kinetochore protein Mis12/MTW1","mis12, MTW1"
11041,K11560,"mis13, DSN1; kinetochore protein Mis13/DSN1","mis13, DSN1"
11042,K11561,"mis14, NSL1; kinetochor protein Mis14/NSL1","mis14, NSL1"
11043,K11562,NNF1; kinetochore protein NNF1,NNF1
11044,K11563,"SPC7, SPC105; kinetochore protein Spc7/SPC105","SPC7, SPC105"
11045,K11564,"MIS18, FASP1; kinetochore protein Mis18","MIS18, FASP1"
11046,K11565,OIP5; opa-interacting protein 5,OIP5
11047,K11566,ASK1; DASH complex subunit ASK1,ASK1
11048,K11567,"DAD2, HSK1; DASH complex subunit DAD2","DAD2, HSK1"
11049,K11568,DAD3; DASH complex subunit DAD3,DAD3
11050,K11569,"DAD4, HSK2; DASH complex subunit DAD4","DAD4, HSK2"
11051,K11570,DUO1; DASH complex subunit DUO1,DUO1
11052,K11571,HSK3; DASH complex subunit HSK3,HSK3
11053,K11572,SPC19; DASH complex subunit SPC19,SPC19
11054,K11573,SPC34; DASH complex subunit SPC34,SPC34
11055,K11574,"CBF2, CBF3A, CTF14; centromere DNA-binding protein complex CBF3 subunit A","CBF2, CBF3A, CTF14"
11056,K11575,"CEP3, CBF3B; centromere DNA-binding protein complex CBF3 subunit B","CEP3, CBF3B"
11057,K11576,"CTF13, CBF3C; centromere DNA-binding protein complex CBF3 subunit C","CTF13, CBF3C"
11058,K11577,"KNTC1, ROD; kinetochore-associated protein 1","KNTC1, ROD"
11059,K11578,"ZW10, DSL1; protein transport protein DSL1/ZW10","ZW10, DSL1"
11060,K11579,ZWILCH; protein zwilch,ZWILCH
11061,K11580,SGOL1; shugoshin-like 1,SGOL1
11062,K11581,SGOL2; shugoshin-like 2,SGOL2
11063,K11582,SGO1; shugoshin,SGO1
11064,K11583,PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B'',PPP2R3
11065,K11584,PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B',PPP2R5
11066,K11585,"CBX1, HP1B, SWI6; chromobox protein 1","CBX1, HP1B, SWI6"
11067,K11586,"CBX3, HP1G; chromobox protein 3","CBX3, HP1G"
11068,K11587,"CBX5, HP1A; chromobox protein 5","CBX5, HP1A"
11069,K11588,MECP2; methyl CpG binding protein 2,MECP2
11070,K11589,MBD1; methyl-CpG-binding domain protein 1,MBD1
11071,K11590,MBD2; methyl-CpG-binding domain protein 2,MBD2
11072,K11591,MBD3; methyl-CpG-binding domain protein 3,MBD3
11073,K11592,"DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-]","DICER1, DCR1"
11074,K11593,"ELF2C, AGO; eukaryotic translation initiation factor 2C","ELF2C, AGO"
11075,K11594,"DDX3X, bel; ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]","DDX3X, bel"
11076,K11595,CHP1; chromo domain-containing protein 1,CHP1
11077,K11597,TAS3; RNA-induced transcriptional silencing complex protein Tas3,TAS3
11078,K11598,PSMB11; 20S proteasome subunit beta 11 [EC:3.4.25.1],PSMB11
11079,K11599,"POMP, UMP1; proteasome maturation protein","POMP, UMP1"
11080,K11600,"RRP41, EXOSC4, SKI6; exosome complex component RRP41","RRP41, EXOSC4, SKI6"
11081,K11601,mntC; manganese transport system substrate-binding protein,mntC
11082,K11602,mntB; manganese transport system permease protein,mntB
11083,K11603,mntA; manganese transport system ATP-binding protein [EC:7.2.2.5],mntA
11084,K11604,sitA; manganese/iron transport system substrate-binding protein,sitA
11085,K11605,sitC; manganese/iron transport system permease protein,sitC
11086,K11606,sitD; manganese/iron transport system permease protein,sitD
11087,K11607,sitB; manganese/iron transport system ATP-binding protein,sitB
11088,K11608,mtfabH; mycobacterial beta-ketoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.301],mtfabH
11089,K11609,kasAB; beta-ketoacyl ACP synthase [EC:2.3.1.293 2.3.1.294],kasAB
11090,K11610,mabA; beta-ketoacyl ACP reductase [EC:1.1.1.100],mabA
11091,K11611,inhA; meromycolic acid enoyl-[acyl-carrier-protein] reductase [EC:1.3.1.118],inhA
11092,K11614,"yufL, malK; two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]","yufL, malK"
11093,K11615,"malR; two-component system, CitB family, response regulator MalR",malR
11094,K11616,maeN; malate:Na+ symporter,maeN
11095,K11617,"liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]",liaS
11096,K11618,"liaR; two-component system, NarL family, response regulator LiaR",liaR
11097,K11619,liaI; lia operon protein LiaI,liaI
11098,K11620,liaH; lia operon protein LiaH,liaH
11099,K11621,liaG; lia operon protein LiaG,liaG
11100,K11622,liaF; lia operon protein LiaF,liaF
11101,K11623,"ydfH; two-component system, NarL family, sensor histidine kinase YdfH [EC:2.7.13.3]",ydfH
11102,K11624,"ydfI; two-component system, NarL family, response regulator YdfI",ydfI
11103,K11625,ydfJ; membrane protein YdfJ,ydfJ
11104,K11626,glnT; putative sodium/glutamine symporter,glnT
11105,K11627,pylS; pyrrolysyl-tRNA synthetase [EC:6.1.1.26],pylS
11106,K11628,mas; mycocerosic acid synthase [EC:2.3.1.111],mas
11107,K11629,"bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]",bceS
11108,K11630,"bceR; two-component system, OmpR family, bacitracin resistance response regulator BceR",bceR
11109,K11631,"bceA, vraD; bacitracin transport system ATP-binding protein","bceA, vraD"
11110,K11632,"bceB, vraE; bacitracin transport system permease protein","bceB, vraE"
11111,K11633,"yxdK; two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]",yxdK
11112,K11634,"yxdJ; two-component system, OmpR family, response regulator YxdJ",yxdJ
11113,K11635,yxdL; putative ABC transport system ATP-binding protein,yxdL
11114,K11636,yxdM; putative ABC transport system permease protein,yxdM
11115,K11637,"citS; two-component system, CitB family, sensor histidine kinase CitS [EC:2.7.13.3]",citS
11116,K11638,"K11638, citT; two-component system, CitB family, response regulator CitT","K11638, citT"
11117,K11639,citM; Mg2+/citrate complex secondary transporter,citM
11118,K11640,"natK; two-component system, LytTR family, sensor histidine kinase NatK [EC:2.7.13.3]",natK
11119,K11641,"natR; two-component system, LytTR family, response regulator NatR",natR
11120,K11642,"CHD3, MI2A; chromodomain-helicase-DNA-binding protein 3 [EC:5.6.2.-]","CHD3, MI2A"
11121,K11643,"CHD4, MI2B; chromodomain-helicase-DNA-binding protein 4 [EC:5.6.2.-]","CHD4, MI2B"
11122,K11644,SIN3A; paired amphipathic helix protein Sin3a,SIN3A
11123,K11645,"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",fbaB
11124,K11646,K11646; 3-dehydroquinate synthase II [EC:1.4.1.24],K11646
11125,K11647,SMARCA2_4; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2/4 [EC:5.6.2.-],SMARCA2_4
11126,K11648,"SMARCB1, SNF5, INI1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SMARCB1, SNF5, INI1"
11127,K11649,SMARCC; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C,SMARCC
11128,K11650,SMARCD; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D,SMARCD
11129,K11651,SMARCE1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1
11130,K11652,ACTL6B; actin-like protein 6B,ACTL6B
11131,K11653,ARID1; AT-rich interactive domain-containing protein 1,ARID1
11132,K11654,"SMARCA5, SNF2H, ISWI; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]","SMARCA5, SNF2H, ISWI"
11133,K11655,"BAZ1A, ACF1; bromodomain adjacent to zinc finger domain protein 1A","BAZ1A, ACF1"
11134,K11656,"CHRAC1, CHRAC15; chromatin accessibility complex protein 1","CHRAC1, CHRAC15"
11135,K11657,RSF1; remodeling and spacing factor 1,RSF1
11136,K11658,"BAZ1B, WSTF; bromodomain adjacent to zinc finger domain protein 1B","BAZ1B, WSTF"
11137,K11659,RBBP7; histone-binding protein RBBP7,RBBP7
11138,K11660,MTA; metastasis-associated protein MTA,MTA
11139,K11661,"SRCAP, SWR1; helicase SRCAP/SWR1 [EC:5.6.2.-]","SRCAP, SWR1"
11140,K11662,"ACTR6, ARP6; actin-related protein 6","ACTR6, ARP6"
11141,K11663,"ZNHIT1, VPS71; zinc finger HIT domain-containing protein 1","ZNHIT1, VPS71"
11142,K11664,"VPS72, TCFL1, YL1; vacuolar protein sorting-associated protein 72","VPS72, TCFL1, YL1"
11143,K11665,"INO80, INOC1; chromatin-remodeling ATPase INO80 [EC:5.6.2.-]","INO80, INOC1"
11144,K11666,"INO80B, ZNHIT4, PAPA1; INO80 complex subunit B","INO80B, ZNHIT4, PAPA1"
11145,K11667,"INO80C, IES6; INO80 complex subunit C","INO80C, IES6"
11146,K11668,INO80D; INO80 complex subunit D,INO80D
11147,K11669,INO80E; INO80 complex subunit E,INO80E
11148,K11670,"TEPT, INO80F; TCF3 fusion partner","TEPT, INO80F"
11149,K11671,"NFRKB, INO80G; nuclear factor related to kappa-B-binding protein","NFRKB, INO80G"
11150,K11672,"ACTR5, ARP5, INO80M; actin-related protein 5","ACTR5, ARP5, INO80M"
11151,K11673,"ACTR8, ARP8, INO80N; actin-related protein 8","ACTR8, ARP8, INO80N"
11152,K11674,"MCRS1, INO80Q; microspherule protein 1","MCRS1, INO80Q"
11153,K11675,IES1; Ino eighty subunit 1,IES1
11154,K11676,IES2; Ino eighty subunit 2,IES2
11155,K11677,IES3; Ino eighty subunit 3,IES3
11156,K11678,IES4; Ino eighty subunit 4,IES4
11157,K11679,IES5; Ino eighty subunit 5,IES5
11158,K11680,NHP10; non-histone protein 10,NHP10
11159,K11682,SWC3; SWR1-complex protein 3,SWC3
11160,K11683,SWC7; SWR1-complex protein 7,SWC7
11161,K11684,BDF1; bromodomain-containing factor 1,BDF1
11162,K11685,stpA; DNA-binding protein StpA,stpA
11163,K11686,racA; chromosome-anchoring protein RacA,racA
11164,K11687,ADPRHL2; poly(ADP-ribose) glycohydrolase ARH3 [EC:3.2.1.143],ADPRHL2
11165,K11688,dctP; C4-dicarboxylate-binding protein DctP,dctP
11166,K11689,"dctQ; C4-dicarboxylate transporter, DctQ subunit",dctQ
11167,K11690,"dctM; C4-dicarboxylate transporter, DctM subunit",dctM
11168,K11691,"K11691, dctS; two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]","K11691, dctS"
11169,K11692,"K11692, dctR; two-component system, CitB family, response regulator DctR","K11692, dctR"
11170,K11693,"femX, fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine) [EC:2.3.2.16]","femX, fmhB"
11171,K11694,femA; peptidoglycan pentaglycine glycine transferase (the second and third glycine) [EC:2.3.2.17],femA
11172,K11695,femB; peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine) [EC:2.3.2.18],femB
11173,K11696,CNL2; centromere-localized protein 2,CNL2
11174,K11697,"FTA7, CNL3; kinetochore protein Fta7","FTA7, CNL3"
11175,K11698,SIM4; centromere protein Sim4,SIM4
11176,K11699,"RDR, RDRP; RNA-dependent RNA polymerase [EC:2.7.7.48]","RDR, RDRP"
11177,K11700,CID12; poly(A) RNA polymerase Cid12 [EC:2.7.7.19],CID12
11178,K11701,HRR1; helicase required for RNAi-mediated heterochromatin assembly 1 [EC:3.6.4.13],HRR1
11179,K11702,"CXT1; beta-1,2-xylosyltransferase [EC:2.4.2.-]",CXT1
11180,K11703,"GLT25D; collagen beta-1,O-galactosyltransferase [EC:2.4.1.50]",GLT25D
11181,K11704,mtsA; iron/zinc/manganese/copper transport system substrate-binding protein,mtsA
11182,K11705,mtsC; iron/zinc/manganese/copper transport system permease protein,mtsC
11183,K11706,mtsB; iron/zinc/manganese/copper transport system ATP-binding protein,mtsB
11184,K11707,"troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein","troA, mntA, znuA"
11185,K11708,"troC, mntC, znuB; manganese/zinc/iron transport system permease protein","troC, mntC, znuB"
11186,K11709,"troD, mntD, znuB; manganese/zinc/iron transport system permease protein","troD, mntD, znuB"
11187,K11710,"troB, mntB, znuC; manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]","troB, mntB, znuC"
11188,K11711,"dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]",dctS
11189,K11712,"dctR; two-component system, LuxR family, response regulator DctR",dctR
11190,K11713,PGTB1; geranylgeranyl transferase type-1 subunit beta [EC:2.5.1.59],PGTB1
11191,K11714,RGXT; rhamnogalacturonan II specific xylosyltransferase [EC:2.4.2.-],RGXT
11192,K11715,ERN2; serine/threonine-protein kinase/endoribonuclease IRE2 [EC:2.7.11.1 3.1.26.-],ERN2
11193,K11716,CDK5R1; cyclin-dependent kinase 5 activator 1,CDK5R1
11194,K11717,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],sufS
11195,K11718,HUGT; UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-],HUGT
11196,K11719,lptC; lipopolysaccharide export system protein LptC,lptC
11197,K11720,lptG; lipopolysaccharide export system permease protein,lptG
11198,K11721,BRD3; bromodomain-containing protein 3,BRD3
11199,K11722,BRD4; bromodomain-containing protein 4,BRD4
11200,K11723,BRD7; bromodomain-containing protein 7,BRD7
11201,K11724,BRDT; bromodomain testis-specific protein,BRDT
11202,K11725,LHPP; phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.6.1.1 3.1.3.-],LHPP
11203,K11726,NURF38; nucleosome-remodeling factor 38 kDa subunit [EC:3.6.1.1],NURF38
11204,K11727,"SMARCA1, SNF2L; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1 [EC:5.6.2.-]","SMARCA1, SNF2L"
11205,K11728,"BPTF, E(bx); nucleosome-remodeling factor subunit BPTF","BPTF, E(bx)"
11206,K11729,ACAD10; acyl-CoA dehydrogenase family member 10,ACAD10
11207,K11730,ACAD11; acyl-CoA dehydrogenase family member 11,ACAD11
11208,K11731,atuD; citronellyl-CoA dehydrogenase [EC:1.3.99.-],atuD
11209,K11732,pheP; phenylalanine-specific permease,pheP
11210,K11733,lysP; lysine-specific permease,lysP
11211,K11734,aroP; aromatic amino acid transport protein AroP,aroP
11212,K11735,gabP; GABA permease,gabP
11213,K11736,proY; proline-specific permease ProY,proY
11214,K11737,cycA; D-serine/D-alanine/glycine transporter,cycA
11215,K11738,ansP; L-asparagine permease,ansP
11216,K11739,nfrA; bacteriophage N4 adsorption protein A,nfrA
11217,K11740,nfrB; bacteriophage N4 adsorption protein B,nfrB
11218,K11741,sugE; quaternary ammonium compound-resistance protein SugE,sugE
11219,K11742,mdtI; spermidine export protein MdtI,mdtI
11220,K11743,mdtJ; spermidine export protein MdtJ,mdtJ
11221,K11744,tqsA; AI-2 transport protein TqsA,tqsA
11222,K11745,kefC; glutathione-regulated potassium-efflux system ancillary protein KefC,kefC
11223,K11746,kefF; glutathione-regulated potassium-efflux system ancillary protein KefF,kefF
11224,K11747,kefB; glutathione-regulated potassium-efflux system protein KefB,kefB
