gene name,#,KO,thrshld,score,E-value,KO definition,distance
SporomacidPsrA,*,K08352,591.5,888.5,3.3e-268,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1452.0
SporomsilvaNapA,*,K02567,776.8,1070.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1474.0
SporomsphaeFdhH,*,K22015,921.03,1229.4,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1423.0
SporomsphaeFdhH,*,K00123,858.47,858.5,5.0000000000000003e-259,formate dehydrogenase major subunit [EC:1.17.1.9],1423.0
SporomsphaeTtrA,*,K08357,722.33,1100.8,0.0,tetrathionate reductase subunit A,1653.0
StaniercyanoNasC,*,K00367,1035.97,1206.9,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1431.0
StarknovelAioA,*,K08356,724.13,1199.6,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1523.0
StarknovelFdhNAD,*,K00123,858.47,1050.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1609.0
StreptomyazurFdhNAD,*,K00123,858.47,1036.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1599.0
StreptomyfulvoFdhNAD,*,K00123,858.47,1042.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1611.0
StreptomythermoautoNasC,*,K00372,1068.0,1106.8,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1393.0
StreptosporFdhNAD,*,K00123,858.47,1013.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1593.0
SuccinimonamyloFdhNAD,*,K00123,858.47,974.4,4.8e-294,formate dehydrogenase major subunit [EC:1.17.1.9],1595.0
SulfobacacidTtrA,*,K08357,722.33,974.9,4.1e-294,tetrathionate reductase subunit A,1698.0
SulfuriceldenitriNapA,*,K02567,776.8,1472.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1570.0
SulfuricurkujiNapA,*,K02567,776.8,1330.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1625.0
SulfuridenitriNapA,*,K02567,776.8,1294.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1635.0
SulfurifusvariaNasA,*,K00372,1068.0,1302.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1584.0
SulfurigotlanNapA,*,K02567,776.8,1308.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1630.0
SulfurihydrosubterNapA,*,K02567,776.8,1339.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1619.0
SulfurimautoNapA,*,K02567,776.8,1269.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1666.0
SulfurimautoPsrA,*,K08352,591.5,760.9,1.1999999999999998e-229,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1487.0
SulfurirhabautoNasA,*,K00372,1068.0,1216.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1608.0
SulfurisomsediminiNapA,*,K02567,776.8,1441.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1550.0
SulfurosparsenAioA,*,K08356,724.13,1076.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1512.0
SulfurosparsenNapA,*,K02567,776.8,1322.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1609.0
SulfurosparsenPsrA1,*,K08352,591.5,867.2,8.8e-262,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1434.0
SulfurosparsenPsrA2,*,K08352,591.5,828.9,3.5e-250,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1443.0
SulfurospbarnAioA,*,K08356,724.13,1074.3,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1519.0
SulfurospbarnNapA,*,K02567,776.8,1323.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1616.0
SulfurospbarnPsrA1,*,K08352,591.5,820.4,1.3e-247,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1460.0
SulfurospbarnPsrA2,*,K08352,591.5,780.3,1.7e-235,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1469.0
SulfurospcavoTtrA,*,K08357,722.33,1210.0,0.0,tetrathionate reductase subunit A,1618.0
SulfurospdelePsrA2,*,K08352,591.5,781.9,5.8e-236,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1469.0
SulfurospdeleyNapA,*,K02567,776.8,1328.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1621.0
SulfurospdeleyPsrA1,*,K08352,591.5,822.7,2.7e-248,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1452.0
SulfurospmultiAioA,*,K08356,724.13,1066.2,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1530.0
SulfurospmultiPsrA1,*,K08352,591.5,823.6,1.4e-248,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1446.0
SulfurospmultiPsrA2,*,K08352,591.5,871.6,4.2e-263,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1448.0
SulfurospmultiTtrA,*,K08357,722.33,1239.4,0.0,tetrathionate reductase subunit A,1612.0
SulfurovulithoNapA,*,K02567,776.8,1294.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1633.0
SunxelliptPsrA,*,K08352,591.5,824.8,6e-249,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1428.0
SymbiobacthermoFdhH,*,K22516,981.17,1005.5,8.1e-304,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1368.0
SymbiobacthermoFdhH,*,K00123,858.47,987.1,7.0000000000000004e-298,formate dehydrogenase major subunit [EC:1.17.1.9],1368.0
SymbiobacthermoNapA,*,K02567,776.8,1011.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1452.0
SynechoelongNasC,*,K00367,1035.97,1118.8,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1396.0
SyntrophgentiaFdhNAD,*,K05299,1213.8,1297.4,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1549.0
SyntrophgentiaFdhNAD,*,K00123,858.47,1071.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1549.0
SyntrophgentiaFdhNAD,*,K22516,981.17,982.0,1.0999999999999999e-296,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1549.0
SyntrophobacfumaroxiFdhNAD,*,K05299,1213.8,1341.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1575.0
SyntrophobacfumaroxiFdhNAD,*,K00123,858.47,1087.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1575.0
SyntrophobacfumaroxiFdhNAD,*,K22516,981.17,1022.1,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1575.0
SyntrophorhabaromatiFdhN,*,K00123,858.47,861.3,7.2e-260,formate dehydrogenase major subunit [EC:1.17.1.9],1677.0
SyntrophorhabaromatiFdhNAD,*,K05299,1213.8,1214.1,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1573.0
SyntrophorhabaromatiFdhNAD,*,K00123,858.47,1000.4,6.6e-302,formate dehydrogenase major subunit [EC:1.17.1.9],1573.0
SyntrophothermlipocaliFdhNAD,*,K05299,1213.8,1350.8,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1610.0
SyntrophothermlipocaliFdhNAD,*,K00123,858.47,1121.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1610.0
SyntrophothermlipocaliFdhNAD,*,K22516,981.17,1040.9,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1610.0
TamlanagariNapA,*,K02567,776.8,1127.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1479.0
TardirobiniAioA,*,K08356,724.13,1192.6,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1528.0
TenacicaeniNapA,*,K02567,776.8,1159.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1491.0
TenacidicenNapA,*,K02567,776.8,1132.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1475.0
TenacisoleaNapA,*,K02567,776.8,1129.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1465.0
TepiddecaPsrA,*,K08352,591.5,762.8,3.4e-230,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1433.0
TepiddecaTtrA,*,K08357,722.33,1252.6,0.0,tetrathionate reductase subunit A,1672.0
TerrisporobacglycolFdhH,*,K22015,921.03,1245.4,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1458.0
TerrisporobacothiniFdhH,*,K22015,921.03,1245.9,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1453.0
ThalassobaccyriTtrA,*,K08357,722.33,1063.6,0.0,tetrathionate reductase subunit A,1669.0
Thalassobigelatini1NasA,*,K00372,1068.0,1237.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1518.0
ThalassobigelatiniAioA,*,K08356,724.13,1089.6,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1494.0
ThalassospirmarinaFdhNAD,*,K00123,858.47,1043.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1635.0
ThalassospirprofundiFdhNAD,*,K00123,858.47,1042.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1626.0
ThalassospirxiameNapA,*,K02567,776.8,1478.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1523.0
ThalassotaagariNapA,*,K02567,776.8,1476.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1542.0
ThauaromTtrA,*,K08357,722.33,1405.9,0.0,tetrathionate reductase subunit A,1698.0
ThaubutaniNapA,*,K02567,776.8,1453.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1573.0
ThauhumiTtrA,*,K08357,722.33,1396.9,0.0,tetrathionate reductase subunit A,1698.0
ThauhydrothermNapA,*,K02567,776.8,1449.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1560.0
ThauphenoliNasA,*,K00372,1068.0,1198.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1545.0
ThauphenylNapA,*,K02567,776.8,1440.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1563.0
ThauphenylNasA,*,K00372,1068.0,1186.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1549.0
ThaupropTtrA,*,K08357,722.33,1406.8,0.0,tetrathionate reductase subunit A,1693.0
ThauselenatSerA,*,K17050,2072.87,2123.7,0.0,selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1],1615.0
ThauterpTtrA,*,K08357,722.33,1393.6,0.0,tetrathionate reductase subunit A,1678.0
ThermanaerobackivuiFdhH,*,K22516,981.17,1019.6,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1463.0
ThermanaerobackivuiFdhH,*,K00123,858.47,966.8,9.4e-292,formate dehydrogenase major subunit [EC:1.17.1.9],1463.0
ThermanaerothrixdaxeFdhNAD,*,K05299,1213.8,1226.5,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1616.0
ThermanaerothrixdaxeFdhNAD,*,K00123,858.47,1081.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1616.0
ThermantoyoFdhNAD,*,K05299,1213.8,1389.7,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1572.0
ThermantoyoFdhNAD,*,K00123,858.47,1125.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1572.0
ThermantoyoFdhNAD,*,K22516,981.17,1034.5,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1572.0
ThermantoyoPsrA,*,K08352,591.5,881.6,3.9e-266,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1437.0
ThermantoyoTtrA1,*,K08357,722.33,1053.7,0.0,tetrathionate reductase subunit A,1682.0
ThermantoyoTtrA2,*,K08357,722.33,1044.2,0.0,tetrathionate reductase subunit A,1716.0
ThermicanaegyPsrA,*,K08352,591.5,780.4,1.6e-235,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1440.0
ThermicanaegyTtrA,*,K08357,722.33,1254.9,0.0,tetrathionate reductase subunit A,1713.0
ThermincoferriacetiFdhNAD,*,K05299,1213.8,1384.7,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1576.0
ThermincoferriacetiFdhNAD,*,K00123,858.47,1080.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1576.0
ThermincoferriacetiFdhNAD,*,K22516,981.17,1005.6,7.800000000000001e-304,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1576.0
ThermincopotensFdhN,*,K00123,858.47,860.0,1.8e-259,formate dehydrogenase major subunit [EC:1.17.1.9],1667.0
ThermincopotensFdhNAD,*,K05299,1213.8,1383.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1572.0
ThermincopotensFdhNAD,*,K00123,858.47,1084.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1572.0
ThermincopotensFdhNAD,*,K22516,981.17,1004.7,1.5e-303,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1572.0
ThermoacetophaeumFdhN,*,K00123,858.47,866.2,2.4e-261,formate dehydrogenase major subunit [EC:1.17.1.9],1687.0
ThermoacetophaeumFdhNAD,*,K05299,1213.8,1399.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1588.0
ThermoacetophaeumFdhNAD,*,K00123,858.47,1091.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1588.0
ThermoacetophaeumFdhNAD,*,K22516,981.17,1028.3,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1588.0
ThermoanaeroaquatiNapA,*,K02567,776.8,983.7,6.1e-297,nitrate reductase (cytochrome) [EC:1.9.6.1],1477.0
ThermococcgammaFdhF420,*,K22516,981.17,1033.2,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1437.0
ThermococcgammaFdhF420,*,K00123,858.47,937.2,8.499999999999999e-283,formate dehydrogenase major subunit [EC:1.17.1.9],1437.0
ThermococclitorFOR,*,K03738,286.77,711.7,1.3000000000000002e-214,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5],1747.0
ThermococconnuriFdhF420,*,K22516,981.17,1055.6,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1396.0
ThermococconnuriFdhF420,*,K00123,858.47,964.9,3.5e-291,formate dehydrogenase major subunit [EC:1.17.1.9],1396.0
ThermocrinruberAioA,*,K08356,724.13,1068.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1580.0
ThermodesulfaatlanNapA,*,K02567,776.8,984.2,4.4000000000000004e-297,nitrate reductase (cytochrome) [EC:1.9.6.1],1527.0
ThermodesulfaautoNapA,*,K02567,776.8,985.3,2e-297,nitrate reductase (cytochrome) [EC:1.9.6.1],1536.0
ThermodesulfcommFdhN,*,K00123,858.47,908.2,4.8e-274,formate dehydrogenase major subunit [EC:1.17.1.9],1711.0
ThermodesulfcommPsrA,*,K08352,591.5,925.8,1.6999999999999999e-279,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1457.0
ThermodesulforhabnorvegFdhNAD,*,K05299,1213.8,1306.8,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1564.0
ThermodesulforhabnorvegFdhNAD,*,K00123,858.47,1118.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1564.0
ThermodesulforhabnorvegFdhNAD,*,K22516,981.17,1039.0,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1564.0
ThermodesulfthermFdhN,*,K00123,858.47,897.1,1.1000000000000001e-270,formate dehydrogenase major subunit [EC:1.17.1.9],1702.0
ThermodesulfthermPsrA,*,K08352,591.5,921.3,3.8999999999999995e-278,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1444.0
ThermoficarboxPsrA,*,K08352,591.5,624.3,2.6e-188,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1514.0
ThermofipenPsrA,*,K08352,591.5,631.1,2.1e-190,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1480.0
ThermoflexhugePsrA,*,K08352,591.5,879.5,1.7e-265,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1442.0
ThermoflexhugeTtrA,*,K08357,722.33,1137.8,0.0,tetrathionate reductase subunit A,1748.0
ThermogutterriTtrA,*,K08357,722.33,1047.3,0.0,tetrathionate reductase subunit A,1713.0
ThermomonocurvaNasC,*,K00372,1068.0,1081.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1368.0
ThermopolyflexNasC,*,K00372,1068.0,1088.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1400.0
ThermosediminioceanFdhH,*,K22516,981.17,1049.6,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1406.0
ThermosediminioceanFdhH,*,K00123,858.47,1023.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1406.0
ThermostaphychromFdhN,*,K00123,858.47,871.0,8.2e-263,formate dehydrogenase major subunit [EC:1.17.1.9],1706.0
ThermosulfdismuNapA,*,K02567,776.8,1000.0,7.3e-302,nitrate reductase (cytochrome) [EC:1.9.6.1],1543.0
ThermosynechelongNasC,*,K00367,1035.97,1199.0,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1403.0
ThermosynechvulcanNasC,*,K00367,1035.97,1198.9,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1405.0
ThermosynlipoFdhNAD,*,K05299,1213.8,1358.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1586.0
ThermosynlipoFdhNAD,*,K00123,858.47,1099.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1586.0
ThermosynlipoFdhNAD,*,K22516,981.17,1055.3,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1586.0
ThermosynlipoPsrA,*,K08352,591.5,716.1,4.3000000000000004e-216,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1456.0
ThermotogacaldifonFdhNAD,*,K05299,1213.8,1275.5,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1575.0
ThermotogacaldifonFdhNAD,*,K00123,858.47,1053.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1575.0
ThermotogacaldifonFdhNAD,*,K22516,981.17,1000.0,3.9e-302,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1575.0
ThermotogaprofundFdhNAD,*,K05299,1213.8,1260.6,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1594.0
ThermotogaprofundFdhNAD,*,K00123,858.47,1025.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1594.0
ThermovibammoniNapA,*,K02567,776.8,942.3,1.9999999999999998e-284,nitrate reductase (cytochrome) [EC:1.9.6.1],1612.0
ThermovibguaymaFdhN,*,K00123,858.47,866.5,2.0000000000000002e-261,formate dehydrogenase major subunit [EC:1.17.1.9],1686.0
ThermovibguaymaNapA,*,K02567,776.8,955.6,2e-288,nitrate reductase (cytochrome) [EC:1.9.6.1],1589.0
ThermusarciTtrA,*,K08357,722.33,1037.9,0.0,tetrathionate reductase subunit A,1775.0
ThermusbrocPsrA,*,K08352,591.5,872.5,2.2e-263,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1456.0
ThermusbrocTtrA,*,K08357,722.33,998.8,2.6e-301,tetrathionate reductase subunit A,1711.0
ThermuscaldAioA,*,K08356,724.13,1102.9,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1557.0
ThermuscaldFdhH,*,K00123,858.47,919.1,2.5e-277,formate dehydrogenase major subunit [EC:1.17.1.9],1384.0
ThermuscaldFdhN,*,K00123,858.47,865.6,3.6999999999999997e-261,formate dehydrogenase major subunit [EC:1.17.1.9],1675.0
ThermuscaldPsrA,*,K08352,591.5,870.8,7.2e-263,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1458.0
ThermuscaldTtrA,*,K08357,722.33,1036.3,0.0,tetrathionate reductase subunit A,1778.0
ThermuscaldifonFdhH,*,K00123,858.47,930.2,1.0999999999999999e-280,formate dehydrogenase major subunit [EC:1.17.1.9],1386.0
ThermuscaldifonFdhN,*,K00123,858.47,876.4,2e-264,formate dehydrogenase major subunit [EC:1.17.1.9],1669.0
ThermusfiliAioA,*,K08356,724.13,1084.2,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1567.0
ThermusfiliTtrA,*,K08357,722.33,993.1,1.3999999999999998e-299,tetrathionate reductase subunit A,1718.0
ThermusoshiFdhH,*,K00123,858.47,923.9,8.7e-279,formate dehydrogenase major subunit [EC:1.17.1.9],1378.0
ThermusoshiPsrA,*,K08352,591.5,866.0,2.2e-261,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1465.0
ThermusscotAioA,*,K08356,724.13,1098.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1573.0
ThermusscotFdhH,*,K00123,858.47,934.2,6.8e-282,formate dehydrogenase major subunit [EC:1.17.1.9],1376.0
ThermusscotPsrA,*,K08352,591.5,877.0,1e-264,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1448.0
ThermustengPsrA,*,K08352,591.5,873.0,1.6e-263,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1444.0
ThermustengTtrA,*,K08357,722.33,987.4,7.1e-298,tetrathionate reductase subunit A,1713.0
ThermusthermAioA,*,K08356,724.13,1090.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1565.0
ThermusthermNarG,*,K00370,827.47,1836.9,0.0,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",1794.0
ThioalkparaPsrA,*,K08352,591.5,806.4,2.2e-243,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1441.0
ThioalksulfidArrA,*,K08352,591.5,648.4,1.3e-195,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1538.0
ThioalksulfidNasA,*,K00372,1068.0,1287.3,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1550.0
ThioalkthiocyanArrA,*,K08352,591.5,650.6,2.8000000000000003e-196,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1531.0
ThiobacdenitrTtrA,*,K08357,722.33,1453.7,0.0,tetrathionate reductase subunit A,1673.0
ThiocalpaciNasA,*,K00372,1068.0,1242.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1545.0
ThiocalpaciTtrA,*,K08357,722.33,1387.8,0.0,tetrathionate reductase subunit A,1707.0
ThiocapmarinaAioA,*,K08356,724.13,1171.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1523.0
ThiocapmarinaNasA,*,K00372,1068.0,1302.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1569.0
ThiocaproseaArrA,*,K08352,591.5,627.4,2.9e-189,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1535.0
ThiocaproseoNasA,*,K00372,1068.0,1291.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1587.0
ThioclaarenoNasA,*,K00372,1068.0,1245.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1566.0
ThioclaindiTtrA,*,K08357,722.33,1379.5,0.0,tetrathionate reductase subunit A,1678.0
ThiogranlongumNasA,*,K00372,1068.0,1292.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1550.0
ThiohalomondenitrTtrA,*,K08357,722.33,1410.7,0.0,tetrathionate reductase subunit A,1669.0
ThiolidiscFdhNAD,*,K00123,858.47,1041.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1585.0
ThiolidiscPsrA,*,K08352,591.5,816.5,2e-246,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1450.0
ThiomonarseniAioA,*,K08356,724.13,1125.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1551.0
ThiomoninterAioA,*,K08356,724.13,1135.1,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1532.0
ThioplocingriNasA,*,K00372,1068.0,1253.8,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1584.0
ThiorhodococdrewsiiFdhNAD,*,K00123,858.47,1067.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1612.0
ThiothrcaldNasA,*,K00372,1068.0,1247.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1556.0
ThiothrcaldPsrA,*,K08352,591.5,824.3,8.300000000000001e-249,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1468.0
ThiothrniveaNasA,*,K00372,1068.0,1254.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1555.0
ThiothrniveaPsrA,*,K08352,591.5,831.2,7.1e-251,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1482.0
TibetisediAioA,*,K08356,724.13,1205.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1545.0
TistliconsotAioA,*,K08356,724.13,1200.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1541.0
TrabguamPsrA,*,K08352,591.5,843.4,1.5e-254,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1453.0
TrichoerythraeNasC,*,K00367,1035.97,1192.5,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1428.0
TrichorvariabiNasC,*,K00367,1035.97,1224.4,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1418.0
TropicibacnaphtaleniFdhNAD,*,K00123,858.47,1034.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1604.0
TropicibacnaphtaleniNasA,*,K00372,1068.0,1231.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1560.0
TropicibacphthaliFdhNAD,*,K00123,858.47,1036.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1592.0
TropicimonsedimiNasA,*,K00372,1068.0,1251.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1547.0
UliginosigangwonFdhH,*,K22015,921.03,1304.9,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1452.0
VariosoliNapA,*,K02567,776.8,1485.3,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1522.0
VermineaporAioA,*,K08356,724.13,1185.6,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1535.0
VibrialgiTtrA,*,K08357,722.33,1552.0,0.0,tetrathionate reductase subunit A,1683.0
VibribreoNapA,*,K02567,776.8,1457.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1534.0
